Continent,Region,Country,Code,Year,Population,Entity,Life_expectancy,GDP_pc,Health%_GDP,Below_$2.15%,Below_$2.15_num,Palma,Gini,Homicide,Conflict_terror,Violence,Nature_forces,Heat_cold,TB_vac,HepB_vac,Influenza_vac,Polio_inact_vac,Measles_vac,Pneumo_vac,Polio_vac,Rubella_vac,Rota_vac,Yellow_fever_vac,DTP_vac,Diarrhea,Kidney_dis,Meningitis,Malaria,TB,Acute_hep,Maternal,Neonatal,Cardio,HIV_AIDS,Neoplasms,Chronic_respi,Lower_respi,Cirrhosis,Digestive_dis,Diabetes,Nutr_def,Protein_def,Suicide,Self_harm,Drug_use,Alcohol,Alzheimer,Parkinson,Road_injury,Fire_heat,Drowning,Poison,Hip_2,Hip_3,Hip_4,Hip_5,Hip_6,Vac_mean,Deaths,Hip_2_Percentage,Hip_3_Percentage,Hip_4_Percentage,Hip_5_Percentage,Hip_6_Percentage
Africa,Central Africa,Cameroon,CMR,2010,19878044,Cameroon,56.582,2935.96,0.42714676,,,,,5.025647,0.0301840563387423,3.5868720282538864,0.0653987887339418,0.6388958591700471,83.0,84.0,84.0,,79.0,,83.0,,,79.0,84.0,129.96751591856824,19.181967803270783,20.017060028642657,119.02076481971768,38.84184983190499,2.585767493018931,16.651537746872883,85.05867076257604,108.23499535467371,174.9518212154073,52.55044208575049,18.980740761012505,96.37266121354796,18.583317352552395,31.0141178880578,20.20319504273157,6.519756169168356,6.162578169159903,19.5067,9.06527825373563,0.2615951549357673,0.7294480281862743,5.055829436739349,1.891534197227856,28.186877944328927,2.691411690204529,3.269939436697092,2.0072397465263685,9.346997732496618,431.32513440457217,533.573625252062,36.51038507082488,36.15546881775691,82.28571428571429,1046.9116112777126,0.89281632105398,41.19976603164785,50.966444492946,3.4874372084063006,3.453535945945871
Africa,Central Africa,Cameroon,CMR,2011,20448880,Cameroon,57.1331,3044.646,0.5974438,,,,,4.0833545,0.0831341374197511,3.653011803091416,0.0,0.6357316390922143,80.0,82.0,82.0,,76.0,23.0,80.0,,,75.0,82.0,123.77205988787652,19.482729616487557,16.362754341558073,110.6319759321782,38.12922761539997,2.479353392459636,16.19648606671857,82.89451549424712,108.56340298343969,170.0044207800134,53.499262551298656,18.900790654549297,93.82420944325555,18.147693174393904,30.79386254895134,20.470558778769306,6.342645660789246,5.990548137599712,19.4055,9.149645359550254,0.2689633857697829,0.738426750022495,5.144536033269304,1.9071949172766431,28.260716479337745,2.699414344453095,3.242231359370293,2.009890028206924,8.455232079603382,409.9491023469257,526.53739471306,36.614266445888475,36.21225221136806,72.5,1017.7682477968457,0.8307620224846228,40.2792190888583,51.73450791502398,3.59750527933516,3.5580056942979326
Africa,Central Africa,Cameroon,CMR,2012,21032684,Cameroon,57.7922,3175.768,0.6632321,,,,,4.1839643,0.0237725247048831,3.675232319374931,0.1188626235244156,0.6275946522089144,81.0,85.0,85.0,,82.0,84.0,85.0,,,80.0,85.0,111.84021972659312,19.49347025800416,15.209661306184223,99.06011044524796,37.12317457914549,2.3392164309604992,15.509195117465753,80.37966053215082,108.56912032720122,163.42184383124854,54.05872117890423,18.689958922979116,90.78251734300768,17.739057934783787,30.41456810742747,20.563233869723906,5.981167215748594,5.638842859998277,19.1532,9.195212555848792,0.2757612865766442,0.7417027707923535,5.196673900487451,1.9113109862726032,27.9469800430606,2.6482592521239803,3.142727765985549,1.9636105406233464,8.629426419813145,380.954708395752,515.8590315910227,36.47386149997784,35.70157760179348,83.375,977.6186055083591,0.8826986691119556,38.96762052699033,52.766899963281425,3.7308886404644,3.651892200151894
Africa,Central Africa,Cameroon,CMR,2013,21632852,Cameroon,58.4761,3226.7278,0.5007393,,,,,,0.0647163859855371,3.716569595169421,0.0,0.6194282658615702,82.0,89.0,89.0,,83.0,88.0,88.0,,,83.0,89.0,107.29976796402066,19.507367775640493,14.88939137567252,95.23478457671692,36.028536597948346,2.218847519504132,14.98184335565186,78.14041347853718,108.27513635280268,161.47200563291423,54.69921395477581,18.5273767878595,88.6383358051911,17.496537211089876,30.287268641231403,20.66301752538223,5.741267956716942,5.413063427790289,18.7119,9.254443195931817,0.2819785389369834,0.7488610378326446,5.329856645808883,1.9414915795661156,27.93436575075723,2.6441266274090904,3.1017639283068177,1.9507367775640487,4.400714247016529,368.30095264369214,511.2132232957541,36.26853099807644,35.630993084037186,86.375,955.8144142685765,0.4604151372193015,38.532684498750655,53.4845693540783,3.794516012382009,3.727814997569722
Africa,Central Africa,Cameroon,CMR,2014,22299590,Cameroon,58.9355,3319.3752,0.6133167,25.657516,5721520.0,2.6999702,0.46640873,,5.009060704703539,3.7175571389429134,0.0,0.6053922964502935,87.0,83.0,83.0,,78.0,83.0,84.0,,34.0,77.0,83.0,99.29330539261036,19.390491035933845,14.367977169086965,92.7595529783283,34.570142321002315,2.0807557448365643,14.430758592422553,75.2390514803187,107.25309299408644,159.330283650955,54.85302644577771,18.13934695660324,84.9612033225723,17.166234894901656,29.874988732976707,20.54297859287996,5.385749244717055,5.067357740658013,17.9391,9.184025356520008,0.2870007923912502,0.7444083052648054,5.394718019479282,1.9282865738787127,27.664185754087857,2.578522744140139,2.9821176084403347,1.8924114748298064,9.332010140096745,352.1320347145396,502.57426257612804,35.47753904753406,35.11723758149814,76.88888888888889,934.6330840597966,0.9984677729961136,37.675965116168584,53.77235956521885,3.795878794855956,3.757328750760484
Africa,Central Africa,Cameroon,CMR,2015,23012650,Cameroon,59.658,3367.5437,0.37891248,,,,,3.741421,7.448077470434739,3.6110573966926887,0.0173817443884124,0.5692521287205081,83.0,78.0,78.0,22.0,74.0,77.0,77.0,,61.0,70.0,78.0,89.85927305199532,19.098191646768196,13.049344599600651,91.0890314674755,32.308317381961665,1.8946101383369585,13.553415186864616,71.80833150462897,107.1149997935918,149.1614394691615,54.45700516889623,17.625088809850233,78.83055623754761,16.686474612875962,29.149185339367698,20.33229549834548,4.827779503881561,4.527944413181446,17.0898,9.016779901488963,0.2867987824088056,0.7343787004104264,5.505667535029647,1.9467553715021957,26.47674213964928,2.433444214377744,2.7289338689807563,1.768592491520968,15.387189740236348,332.6605149776319,482.7127688466996,34.58018029084003,33.40771271452875,69.8,898.7483665699367,1.712068729422162,37.013754611563535,53.70944602536165,3.8475931169493984,3.717137516703248
Africa,Central Africa,Cameroon,CMR,2016,23711626,Cameroon,60.2333,3484.3015,0.37905285,,,,,3.3190465,4.090820258382956,3.660651530181861,0.0,0.5566889423778867,84.0,75.0,75.0,70.0,71.0,72.0,75.0,,68.0,68.0,75.0,89.37809663495874,18.940076062265828,12.85023641988955,96.19753617908783,30.605239809366086,1.817673743673251,12.934583229340744,68.54021736004101,104.93164829775908,132.84622488563207,54.530212310197534,17.17301040426329,76.70920585538924,16.502453269126292,28.926738301287312,20.1378007564728,4.698117286431559,4.402903453352376,16.6157,8.953413823244345,0.2909964926066226,0.7253825612802767,5.52471601905327,1.9146725745421251,26.425855401059376,2.446057474084653,2.791879392834553,1.7670656580025343,11.627207230942703,331.26365943862305,460.8583148199116,34.02488147072664,33.430857925981115,73.3,871.2049208861852,1.334612208011356,38.0236212510902,52.89895680928075,3.9054969336165715,3.8373127980011197
Africa,Central Africa,Cameroon,CMR,2017,24393182,Cameroon,60.8103,3521.3113,0.14560163,,,,,4.1159043,2.976241475999318,3.853535795371018,0.0122985184958649,0.5370353076527695,87.0,74.0,74.0,65.0,65.0,72.0,74.0,65.0,70.0,62.0,74.0,84.41703095561702,18.7019471260453,12.122239730757554,93.50973563022652,28.655548095365333,1.7176930832558048,12.282120471203797,65.32563074386933,103.71750598179442,113.9662713950152,54.58492459081394,16.746482685202775,72.36038332350408,16.44311922897144,28.635050564538894,19.980993049615257,4.341377029040328,4.062610609800722,16.1482,8.879530354014495,0.2951644439007588,0.7215130850907437,5.571228878626823,1.9021708606937795,25.86788390296928,2.361315551206071,2.635982464280388,1.6971955524293632,11.495015397518971,316.7319458363406,434.8387184582971,33.5178076223266,32.5623774708851,71.0909090909091,829.1458647853683,1.3863682960650787,38.199785983173115,52.44417622113558,4.0424500737277365,3.927219425898501
Africa,Central Africa,Cameroon,CMR,2018,25076752,Cameroon,61.1798,3606.3958,0.21044466,,,,,,6.264766665156636,3.5849937822888704,0.0,0.5144206873362228,84.0,67.0,67.0,67.0,59.0,67.0,68.0,59.0,65.0,58.0,67.0,75.90297180432299,18.67466727748474,11.412961295785037,88.94293806470631,26.893435003065782,1.5751641201380466,11.743945148877334,62.96269947559397,103.48628881443656,97.85158779733514,55.13074420483163,16.485388538356165,68.96427416118324,16.246123102385827,28.173505085507088,20.114247650572928,4.007696052503131,3.740516315669589,15.9267,8.856808888168612,0.3030695522290925,0.7257718224433531,5.714456162424863,1.9340622740935507,25.406001542783528,2.288972670782883,2.4923482913576684,1.6349804791306306,10.36418113478173,298.10878218997425,414.2003717227813,33.46086869935947,31.82230298405471,66.18181818181819,787.9565067309514,1.315324011699619,37.83315191174172,52.56640032597769,4.246537519968055,4.038586230612912
Africa,Central Africa,Cameroon,CMR,2019,25782342,Cameroon,61.5839,3651.4968,0.12061489,,,,,,2.4280183700922127,3.5528192124672,0.1667808145590497,0.4964638200827528,80.0,67.0,67.0,67.0,60.0,67.0,68.0,60.0,65.0,56.0,67.0,69.256702901544,18.55145665199849,10.825238451960647,87.85858166026966,25.40886316689151,1.4661197186818793,11.313945024854608,60.84784694889238,102.74861763915784,89.87546592935583,55.30141520890538,16.158345894255845,65.99478045865655,16.022594068451966,27.681736593207862,20.118420584134675,3.742871768592628,3.486882611362459,15.9215,8.765689323336103,0.3064112639573239,0.7253026121521465,5.837328509566742,1.9470690443870464,24.827069627732037,2.2185726959948013,2.362081768987472,1.5747211793249816,6.644082217201215,285.5287545250932,401.13113075608106,33.50330075339936,30.982445272039293,65.81818181818181,757.789713523814,0.8767712333155628,37.679154180828064,52.93435944000515,4.421187059613801,4.088528086237429
Africa,East Africa,Burundi,BDI,2000,6307665,Burundi,47.5142,747.8341,1.4650725,,,,,,224.2351171154461,2.3939128029151835,0.0,1.0304922661555425,85.0,,,,72.0,,71.0,,,,80.0,143.6981830835975,11.953710287404292,24.39888611712892,215.896056623172,144.53843062369356,2.647572437661163,22.65497612825031,117.15904379829938,128.65299599772658,274.72923815706764,56.280731459264246,31.10501271072576,108.4236401267347,24.63669202470328,39.53919556602958,17.026902982323886,52.41242202938805,50.351437497076965,23.428,9.924433209436456,0.1268298173729898,0.8561012672676815,4.359774972196526,1.300005628073146,21.909850951183994,3.376843887555854,4.423189880883021,3.2817215245261124,227.65952218451682,682.9468590992071,783.1582685510407,39.9951448943468,32.99160624414898,77.0,1766.7514009732604,12.885770010376374,38.655515355640205,44.327587238341394,2.2637675494308054,1.8673598462112275
Africa,East Africa,Burundi,BDI,2001,6465731,Burundi,48.4314,742.2993,1.692442,,,,,,211.468741894768,0.8042400774173871,0.0,0.9898339414367842,87.0,,,,73.0,,72.0,,,,81.0,136.10216694755783,11.367624171188067,24.049871545846862,206.535038342919,135.60724997683943,2.567381785601659,21.20409896421611,114.92900029401162,121.62584555404484,259.4138234331122,53.667559012275646,29.26196589372493,102.71073757940133,23.46215764311877,37.66008824060265,16.16213232502249,49.04317856712567,47.23363839293655,21.6382,9.310625511639753,0.1082630873446482,0.8197062327523369,4.299591183116031,1.25275858213093,21.188632808881163,3.2324264650044987,4.485185047135428,3.1396295329948,213.26281591362215,652.3624320281806,740.2411266413652,37.429144596983704,32.04587385401589,78.25,1675.3413930341674,12.729513924764158,38.93907443226863,44.18449455849316,2.2341204456959516,1.9127966387781081
Africa,East Africa,Burundi,BDI,2002,6648951,Burundi,49.8911,758.14923,1.5355022,,,,,,199.2344356275148,0.827198155017235,0.0,0.992637786020682,88.0,,,,75.0,,74.0,,,,81.0,136.20193621520147,11.099495243685809,25.537863040350278,198.4974772712267,128.63683308840749,2.5417543308711403,20.349074613423983,113.94278586201042,117.58245774408626,241.42154153339376,52.50452289391214,28.380416700318595,102.2567319265851,22.78554917911111,36.69751814985552,15.656605079508031,49.63188930103411,47.97749299099963,20.5142,8.993899940005573,0.1203197316388705,0.7971182221075174,4.301430406089622,1.2182372828435644,21.341712399444663,3.30879262006894,4.677429567461093,3.1734329219752104,201.05427156855274,636.8072196651773,714.8947254988043,35.94520558268515,32.501367508949905,79.5,1621.2027898241693,12.401549814157331,39.27992374934436,44.096563982371364,2.2171936668443344,2.004768787282614
Africa,East Africa,Burundi,BDI,2003,6860854,Burundi,50.857,773.5017,1.3550807,,,,,,195.5295944207529,1.48669538806685,0.0,0.9765548137301858,90.0,,,,76.0,,75.0,,,,82.0,132.15555964315814,10.81498017593728,25.25924615215541,184.70003879983452,120.4952036583201,2.4924010917591306,19.63312438947105,112.9596986031185,114.1257342016023,221.60506549184691,51.684527902794606,27.54759101417987,99.85637356515674,22.256704486059608,35.82644376341488,15.245915450175737,48.82774068650929,47.29731896349929,19.3818,8.774417878590624,0.1166035598483803,0.7870740289765676,4.28518082442798,1.195186488445899,21.440479567120946,3.3377769006598887,4.722444173859406,3.1774470058683657,197.99284462254994,608.510252513754,684.2734155252392,34.54026278028945,32.67814764750861,80.75,1557.9949230893412,12.708182914354483,39.05726799848242,43.920131277988794,2.2169688917727486,2.0974489174015574
Africa,East Africa,Burundi,BDI,2004,7120502,Burundi,52.0101,789.04614,2.3681986,,,,,,179.25702429407363,1.6290986225409387,0.0421318609277829,0.9549888476964123,91.0,83.0,83.0,,78.0,,76.0,,,,83.0,128.78305490258973,10.54700918558832,22.6809851327898,159.59548919444163,113.26448612752304,2.41556002652622,19.338524165852352,111.62134355133948,111.32642052484503,197.7950431022981,50.881244047119154,26.78181959642733,97.14202734582476,21.79621605330636,35.06775224555797,14.872546907507363,47.48260726561133,46.06416794770931,18.5496,8.580855675625116,0.1123516291407544,0.7864614039852807,4.255317953706073,1.165648152335327,21.4451172122415,3.314373059652255,4.31149376827645,3.173933523226312,181.88324362523875,568.2464522866505,649.2098450362067,33.45023481479256,32.24491756339651,82.33333333333333,1465.034693326285,12.414944468808606,38.787235201678165,44.313615779446806,2.283238408426052,2.2009661416403805
Africa,East Africa,Burundi,BDI,2005,7388869,Burundi,53.0231,754.1615,2.0624728,,,,,,174.87114739752457,0.8932354870549201,0.0,0.9338371001028708,89.0,87.0,87.0,,87.0,,82.0,,,,87.0,126.93417625891054,10.312809714179531,22.547429112628738,131.90110692177657,108.0138245785654,2.38196129881312,18.5278694208816,110.21984555417076,108.89352619460436,173.680166748118,50.06178888812347,26.133904931864404,94.88596969306128,21.302312979158245,34.26776141247057,14.508309729134458,47.6392259762624,46.32644048771199,17.9364,8.363932287877889,0.108270968127869,0.7714306479110673,4.236101628002878,1.150379036358609,21.31584685017423,3.302264527900008,4.57444840340247,3.153391946724187,176.69821998468234,530.8390228599262,617.6994070405092,32.56651456827831,32.345951728200895,86.5,1390.1491161815968,12.710738576738414,38.18576127415831,44.434039474641395,2.342663401299757,2.3267972731621334
Africa,East Africa,Burundi,BDI,2006,7658194,Burundi,53.8694,759.1195,2.3640158,71.844315,5501974.0,1.3416942,0.33359864,,3.094724421972073,0.9140536267428064,0.2872739969763106,0.9140536267428064,98.0,92.0,92.0,,92.0,,88.0,,,,92.0,121.90863798958344,10.015416167310464,21.76753422543226,117.39060149168328,103.23582818612326,2.3112498847639533,17.367018908113323,108.56345503913846,105.31203570972475,150.58380605140064,48.65376876062424,25.20176428019452,90.94833586090924,20.23975887787643,33.15403083285694,14.024194216025345,43.18250490912087,42.00729310330869,17.5338,8.069787733243635,0.1175211805812179,0.7573587193011825,4.178530865109972,1.122980169998305,20.657611964387428,3.2253035115067594,4.59638395162097,3.068608604065136,5.210105672433996,502.5597418921484,573.3074926020417,31.779978668234314,31.547908031580295,92.33333333333333,1144.4052268664389,0.45526755297160637,43.9144920080657,50.096546148417,2.7769865011236345,2.756707789422058
Africa,East Africa,Burundi,BDI,2007,7944613,Burundi,54.7265,748.0403,2.4638352,,,,,,0.4153758024462614,1.585980336612998,0.0629357276433729,0.9062744780645704,97.0,99.0,99.0,,88.0,,93.0,,,,99.0,116.70801334187078,9.704689202608106,20.83172584995644,108.36273585635952,98.55734948952204,2.2405119041040766,16.363289187276962,107.11660844902076,101.86776876356345,129.9748647290938,47.32766718781645,24.25542943375593,86.75060698362526,19.333855532044165,32.18533111682092,13.556355734382532,39.435526941337486,38.37820671692882,16.4842,7.791443082249569,0.1132843097580712,0.7552287317204752,4.11599658787659,1.0950816609946892,20.240130010108736,3.121612091111298,4.392913789507431,2.9705663447672026,2.970566344767203,479.8849232807187,533.0656131393688,30.355234372599398,30.72522223549467,95.83333333333333,1077.0015593729486,0.2758182027607021,44.55749567903292,49.495342741168365,2.8184949323817885,2.852848444656245
Africa,East Africa,Burundi,BDI,2008,8278112,Burundi,55.7101,764.151,1.55913,,,,,,3.5273743578245864,0.9422438353093072,0.1087204425356892,0.8818435894561466,99.0,92.0,92.0,,84.0,,89.0,,,,92.0,110.08548809197072,9.398278254751808,19.593839754765337,103.06697952383344,93.58414092488722,2.1623288015431537,15.619503577627365,105.70043024303126,98.64568152738208,112.47733782775587,45.97666714342594,23.27825475180814,81.25041072167181,18.53079542774971,31.239007155254725,13.13101344847714,34.82678175893247,33.884537923623164,15.6584,7.562110780815722,0.1087204425356892,0.7368829994085607,4.0588965213324,1.063044327015629,19.54551955808281,2.9596120468048754,3.974336177137976,2.81465145675729,5.460182225125729,459.2109891724102,493.240487686081,29.188055071108,29.294119238782947,91.33333333333333,1016.393833393508,0.537211270447738,45.180418661062625,48.52848093728227,2.8717268948450543,2.8821622363623107
