Year,Entity,Share below $2.15 a day,Number below $2.15 a day,palma_ratio,gini
2012,Serbia,5.340191,384444,1.8386376,0.39924657
2013,Serbia,0.22547902,16154,1.0445737,0.29017115
2014,Serbia,6.92315,493660,1.9029225,0.40494144
2015,Serbia,0.07171906,5089,1.0275952,0.28515735
2016,Serbia,6.3563867,448654,1.7260137,0.38832498
2017,Serbia,5.394842,378764,1.4785497,0.36151898
2018,Serbia,0.037043028,2587,1.1190357,0.30351058
2019,Serbia,0.045231834,3141,1.0359144,0.28953245
2003,Sierra Leone,61.33198,3281817,1.8791432,0.4016773
2011,Sierra Leone,38.698128,2558869,1.3570726,0.3403024
2018,Sierra Leone,26.062035,2048810,1.5024241,0.35690176
2004,Slovakia,0.07502055,4030,1.0714293,0.28937387
2005,Slovakia,0.09284782,4989,1.1128252,0.29834425
2006,Slovakia,0.0,0,1.0135508,0.2770951
2007,Slovakia,0.0,0,1.0286056,0.28004834
2008,Slovakia,0.0,0,0.97134167,0.26874396
2009,Slovakia,0.0,0,0.92678326,0.26016095
2010,Slovakia,0.4951079,26693,0.9517069,0.2731572
2011,Slovakia,0.4238608,22882,0.9057899,0.26538378
2012,Slovakia,0.40092897,21681,0.8817434,0.26116297
2013,Slovakia,0.28149927,15239,0.99157095,0.2808621
2014,Slovakia,0.6754492,36600,0.8781727,0.26106635
2015,Slovakia,0.66175985,35893,0.905785,0.26491657
2016,Slovakia,1.3807007,74983,0.83658475,0.25167745
2017,Slovakia,0.22536847,12258,0.7452847,0.23237751
2018,Slovakia,0.16945708,9230,0.81976795,0.24970147
2019,Slovakia,0.11811627,6442,0.7552238,0.23232324
2002,Slovenia,0.0,0,1.0492514,0.2912161
2003,Slovenia,0.0,0,1.1415395,0.30866024
2004,Slovenia,0.025957223,518,0.84431106,0.24790739
2005,Slovenia,0.101450935,2029,0.8390295,0.24634863
2006,Slovenia,0.05046054,1013,0.8249578,0.24363928
2007,Slovenia,0.03234887,653,0.825396,0.24354753
2008,Slovenia,0.0,0,0.8025221,0.23718019
2009,Slovenia,0.0,0,0.8438442,0.24787736
2010,Slovenia,0.009157744,188,0.8517622,0.24933259
2011,Slovenia,0.0,0,0.84971005,0.24868034
2012,Slovenia,0.026254445,540,0.877562,0.25585502
2013,Slovenia,0.021756856,448,0.90686405,0.26241106
2014,Slovenia,0.0,0,0.8825767,0.25657535
2015,Slovenia,0.004852958,100,0.8744915,0.25408465
2016,Slovenia,0.0,0,0.8442894,0.24757937
2017,Slovenia,0.0,0,0.82337505,0.24219307
2018,Slovenia,0.0,0,0.8488715,0.24633364
2019,Slovenia,0.0,0,0.83644545,0.24384232
2000,South Africa,36.825283,17239118,5.1871986,0.5776966
2005,South Africa,28.331333,13887211,7.4292936,0.6476249
2008,South Africa,18.662973,9437084,6.860522,0.63009
2010,South Africa,18.035963,9339909,7.1338053,0.63383186
2014,South Africa,20.492558,11215484,7.0650516,0.6302607
2006,"Korea, Republic of",0.24944234,120826,1.1852024,0.31702983
2008,"Korea, Republic of",0.24275911,119085,1.2224115,0.32324833
2010,"Korea, Republic of",0.4958997,245739,1.19989,0.32021224
2012,"Korea, Republic of",0.24928062,125139,1.170449,0.31558052
2014,"Korea, Republic of",0.23564287,119581,1.147472,0.31192905
2016,"Korea, Republic of",0.22666515,116093,1.1714294,0.31404856
2000,Spain,0.67538816,273991,1.346273,0.34129852
2003,Spain,0.8087511,341193,1.1893973,0.31804666
2004,Spain,0.81765175,350952,1.2827018,0.33305293
2005,Spain,0.7379749,322149,1.2275991,0.32435638
2006,Spain,0.76963174,341696,1.299456,0.33545226
2007,Spain,0.36304086,164192,1.3480667,0.34138834
2008,Spain,0.4889186,224678,1.3563737,0.34221572
2009,Spain,0.80560046,373500,1.398976,0.34926125
2010,Spain,0.67572516,314732,1.4226907,0.35246837
2011,Spain,1.1273297,526944,1.4553683,0.35698605
2012,Spain,0.93659365,438073,1.4316181,0.3540633
2013,Spain,1.136304,529745,1.4941528,0.36185166
2014,Spain,0.7871572,365878,1.4837854,0.36054415
2015,Spain,0.90352696,419642,1.4987999,0.3618142
2016,Spain,1.1252797,523076,1.4596453,0.35759893
2017,Spain,0.67809105,315945,1.3802161,0.34654546
2018,Spain,0.8386145,392453,1.3788416,0.3471895
2019,Spain,0.79381347,374163,1.3449954,0.34305838
2002,Sri Lanka,11.017083,2105443,1.8742869,0.40171906
2006,Sri Lanka,5.6293645,1118594,1.8273573,0.3966902
2009,Sri Lanka,3.4954607,715957,1.5295255,0.36054152
2012,Sri Lanka,2.5871487,543745,1.7528206,0.38713607
2016,Sri Lanka,1.2953176,277528,1.8160186,0.39345774
2019,Sri Lanka,0.95861256,209006,1.6653275,0.37663776
2000,Sweden,0.0,0,0.95158273,0.2723644
2002,Sweden,0.0,0,0.88206095,0.25799814
2003,Sweden,0.32370964,28999,0.8425335,0.25269747
2004,Sweden,0.397172,35720,0.89228845,0.26142174
2005,Sweden,1.0845832,97933,0.9125862,0.26825675
2006,Sweden,0.36438262,33088,0.8994754,0.26352492
2007,Sweden,0.41083917,37584,0.9338602,0.27116105
2008,Sweden,0.5764025,53142,0.9852457,0.28121334
2009,Sweden,0.45801592,42589,0.934632,0.2734147
2010,Sweden,0.5474092,51337,0.9560983,0.2773816
2011,Sweden,0.6156513,58174,0.94607365,0.2760662
2012,Sweden,0.45700213,43504,0.94865304,0.2764538
2013,Sweden,0.65087146,62486,1.00593,0.2882522
2014,Sweden,0.47433352,45992,0.990665,0.28389722
2015,Sweden,0.5691551,55773,1.0378115,0.29210192
2016,Sweden,0.26145265,25944,1.0621969,0.29562175
2017,Sweden,0.24834995,24978,1.0085342,0.28774604
2018,Sweden,0.72550684,73822,1.0689924,0.2997419
2019,Sweden,0.3165186,32535,1.0387313,0.29305574
2000,Switzerland,0.0,0,1.2987957,0.33431056
2002,Switzerland,0.0,0,1.1811594,0.31686732
2006,Switzerland,0.046570357,3485,1.3421466,0.33918807
2007,Switzerland,0.0208164,1572,1.3745263,0.34255534
2008,Switzerland,0.068479605,5237,1.3474385,0.337947
2009,Switzerland,0.038057733,2947,1.2773699,0.32855856
2010,Switzerland,0.048670206,3808,1.2581975,0.3255303
2011,Switzerland,0.0031113164,246,1.1996449,0.3171362
2012,Switzerland,0.008965495,717,1.2010106,0.31567127
2013,Switzerland,0.042183742,3412,1.2543713,0.3246219
2014,Switzerland,0.032768063,2683,1.2558901,0.3252566
2015,Switzerland,0.030542554,2530,1.2422619,0.32306957
2016,Switzerland,0.03427533,2870,1.2881725,0.33042452
2017,Switzerland,0.0,0,1.2621231,0.32676333
2018,Switzerland,0.03050398,2597,1.2947546,0.3314105
2003,Syrian Arab Republic,1.0981212,193394,1.6336439,0.37514603
2003,Tajikistan,36.74976,2452125,1.2668046,0.32722694
2004,Tajikistan,21.35816,1452612,1.3395082,0.3360195
2007,Tajikistan,12.797472,919932,1.2281169,0.32191613
2009,Tajikistan,6.792115,507276,1.1442807,0.30774954
2015,Tajikistan,6.114529,521206,1.3552,0.33995718
2000,"Tanzania, United Republic of",84.03533,28961688,1.6014012,0.3730113
2007,"Tanzania, United Republic of",56.240715,23461656,1.887967,0.40279096
2011,"Tanzania, United Republic of",44.655464,20727294,1.6725353,0.3778315
2018,"Tanzania, United Republic of",44.94932,26111261,1.9110783,0.4049123
2000,Thailand,3.9674916,2502162,2.1384509,0.42833668
2002,Thailand,1.7592947,1129865,2.0547066,0.41944495
2004,Thailand,1.1857115,774402,2.131046,0.42540312
2006,Thailand,0.92987514,616689,2.0448403,0.41819033
2007,Thailand,0.54169595,361998,1.8328271,0.39761516
2008,Thailand,0.30446866,204993,1.8806475,0.40288273
2009,Thailand,0.24722661,167653,1.8169885,0.39601263
2010,Thailand,0.26523823,181079,1.8008525,0.3940277
2011,Thailand,0.07156153,49172,1.6363328,0.37459034
2012,Thailand,0.11532052,79752,1.780666,0.39256668
2013,Thailand,0.060821895,42319,1.64944,0.37847108
2014,Thailand,0.090258256,63146,1.5813012,0.37032664
2015,Thailand,0.04653752,32713,1.5129905,0.35987332
2016,Thailand,0.0361475,25523,1.5758654,0.3689063
2017,Thailand,0.037088282,26295,1.5481654,0.36528754
2018,Thailand,0.032133956,22856,1.5339434,0.36412174
2019,Thailand,0.0950376,67769,1.4167985,0.34855723
2000,Tunisia,4.379243,433252,1.9529554,0.4080948
2005,Tunisia,2.5680616,266779,1.650907,0.37733382
2010,Tunisia,1.4960226,162993,1.4748656,0.35808256
2015,Tunisia,0.14006154,16188,1.2694681,0.32815883
2002,Türkiye,2.1044152,1388675,2.0083535,0.41396376
2003,Türkiye,3.8555894,2578130,2.0896094,0.42184338
2004,Türkiye,2.0136497,1364954,1.9995761,0.4128751
2005,Türkiye,2.3406663,1608148,2.164212,0.42614657
2006,Türkiye,1.7702271,1232102,1.8280971,0.39647412
2007,Türkiye,1.3053389,919858,1.6893001,0.384428
2008,Türkiye,0.56494784,402925,1.7717892,0.3902054
2009,Türkiye,0.72038996,520306,1.7521124,0.3896531
2010,Türkiye,0.77376914,566363,1.7347964,0.3878508
2011,Türkiye,0.12952742,96075,1.8611007,0.40039355
2012,Türkiye,0.09306085,70054,1.8679279,0.40168938
2013,Türkiye,0.29810533,228277,1.8719348,0.401785
2014,Türkiye,0.20468259,159882,1.9769623,0.41236562
2015,Türkiye,0.21237287,169147,2.1581771,0.42854458
2016,Türkiye,0.20271698,164240,2.0491233,0.41873705
2017,Türkiye,0.13864724,113815,1.99583,0.41405666
2018,Türkiye,0.040396955,33452,2.049299,0.4187752
2019,Türkiye,0.3606098,301043,2.039494,0.41909108
2002,Uganda,66.704,17039598,2.4272826,0.45172325
2005,Uganda,58.031536,16217834,2.1694522,0.4294474
2009,Uganda,46.715183,14674416,2.3209722,0.4419556
2012,Uganda,37.544044,12867581,1.9592223,0.41009966
2016,Uganda,42.730896,16557495,2.141714,0.42753693
2019,Uganda,42.20773,18127832,2.1396534,0.42705452
2002,Ukraine,2.662997,1283630,1.0491055,0.29045695
2003,Ukraine,1.138516,544358,1.0379562,0.28664893
2004,Ukraine,0.9296715,441144,1.0430031,0.28934017
2005,Ukraine,0.3968115,186919,1.047493,0.29020715
2006,Ukraine,0.16045214,75072,1.1004609,0.29794392
2007,Ukraine,0.10203078,47454,0.9481321,0.27012688
2008,Ukraine,0.026821088,12407,0.93239003,0.2663823
2009,Ukraine,0.06931827,31923,0.87259746,0.25316665
2010,Ukraine,0.012536798,5751,0.855737,0.24818976
2011,Ukraine,0.011348583,5187,0.8411859,0.24551843
2012,Ukraine,0.11384704,51907,0.8469685,0.24740657
2013,Ukraine,0.004414646,2008,0.84973824,0.24554986
2014,Ukraine,0.012276275,5558,0.82177293,0.24025366
2015,Ukraine,0.12321677,55637,0.88837385,0.2545754
2016,Ukraine,0.0983475,44261,0.86633897,0.25002202
2017,Ukraine,0.03222395,14446,0.91016144,0.26049048
2018,Ukraine,0.009935224,4433,0.9206305,0.26071486
2019,Ukraine,0.0,0,0.9421191,0.26619467
2013,United Arab Emirates,0.0,0,1.1739618,0.3251042
2000,United Kingdom,0.2488854,146575,1.7532496,0.38848642
2001,United Kingdom,0.24793082,146576,1.5972219,0.37086216
2002,United Kingdom,0.24940577,148073,1.4463974,0.35146394
2003,United Kingdom,0.24987273,149043,1.4227456,0.34856063
2004,United Kingdom,0.24976642,149830,1.4183339,0.34834158
2005,United Kingdom,0.24664982,148979,1.4727739,0.35485032
2006,United Kingdom,0.23013963,140033,1.50243,0.35879987
2007,United Kingdom,0.24377541,149489,1.3831128,0.34413147
2008,United Kingdom,0.2468745,152586,1.4614167,0.35445124
2009,United Kingdom,0.24892771,155023,1.4365021,0.35137364
2010,United Kingdom,0.24635163,154626,1.3365462,0.337056
2011,United Kingdom,0.24730621,156443,1.301056,0.33191085
2012,United Kingdom,0.24467662,155860,1.2869881,0.33090645
2013,United Kingdom,0.24445823,156767,1.2629087,0.32699567
2014,United Kingdom,0.24630047,159116,1.2911532,0.3314094
2015,United Kingdom,0.24924742,162300,1.3055524,0.33311963
2016,United Kingdom,0.24917287,163486,1.2894244,0.33109328
2017,United Kingdom,0.24929656,164682,1.2510027,0.32609162
2018,United Kingdom,0.49848223,331293,1.3272818,0.33691058
2019,United Kingdom,0.49803847,332871,1.2699081,0.32825133
2000,United States,0.74959534,2115076,1.8649676,0.40140685
2001,United States,0.7493069,2135292,1.912547,0.4059678
2002,United States,0.74891585,2154071,1.8851098,0.40354446
2003,United States,0.9974198,2893594,1.9242065,0.4077259
2004,United States,0.9998821,2927708,1.8761647,0.40253353
2005,United States,0.99973184,2954374,1.9482313,0.4096537
2006,United States,0.9989091,2980544,1.998448,0.41398576
2007,United States,0.99989045,3011982,1.9318398,0.4079857
2008,United States,0.99974924,3040177,1.9308434,0.4081219
2009,United States,0.9993861,3065832,1.911055,0.40610814
2010,United States,0.99972683,3092426,1.8401909,0.40010712
2011,United States,0.9989762,3112645,1.9395618,0.40937114
2012,United States,0.99847966,3134005,1.9433736,0.4093686
2013,United States,0.99546385,3146263,1.9118197,0.40652013
2014,United States,1.2489468,3976476,1.9834739,0.41511607
2015,United States,1.2491881,4006633,1.9580587,0.4123878
2016,United States,0.9993911,3228750,1.9563315,0.41121885
2017,United States,1.2499229,4063776,1.965033,0.4118056
2018,United States,0.9997919,3267702,1.9939733,0.41407844
2019,United States,0.99917054,3280576,2.0078287,0.41535568
2006,Uruguay,0.5640882,18741,2.5636027,0.4594159
2007,Uruguay,0.38097277,12681,2.628615,0.46405134
2008,Uruguay,0.22757798,7592,2.4405382,0.4508178
2009,Uruguay,0.28220025,9437,2.5125055,0.45541683
2010,Uruguay,0.16911623,5670,2.3608372,0.44475016
2011,Uruguay,0.13941857,4687,2.0818841,0.42175317
2012,Uruguay,0.1693853,5710,1.832165,0.3990057
2013,Uruguay,0.17424801,5892,1.8952827,0.4045091
2014,Uruguay,0.15346177,5205,1.8610924,0.40111083
2015,Uruguay,0.14976595,5096,1.8688357,0.4012877
2016,Uruguay,0.09227166,3150,1.8222536,0.396955
2017,Uruguay,0.06634591,2270,1.8004321,0.3946453
2018,Uruguay,0.055849954,1914,1.819505,0.3968724
2019,Uruguay,0.102072,3499,1.8233488,0.39676544
2000,Uzbekistan,81.34299,20051371,1.520987,0.36102813
2002,Uzbekistan,80.46969,20336180,1.3139805,0.3304368
2003,Uzbekistan,81.503525,20838537,1.4575814,0.35268798
2001,"Venezuela, Bolivarian Republic of",10.2914915,2560544,2.7583425,0.4723142
2002,"Venezuela, Bolivarian Republic of",16.381353,4149549,3.0798395,0.49013415
2003,"Venezuela, Bolivarian Republic of",19.652534,5066822,2.9362185,0.4810232
2004,"Venezuela, Bolivarian Republic of",16.60901,4356033,2.833818,0.47504124
2005,"Venezuela, Bolivarian Republic of",14.35571,3828493,3.2006516,0.49459177
2006,"Venezuela, Bolivarian Republic of",7.1300364,1932388,2.4064918,0.44770497
2002,Viet Nam,29.939255,24143706,1.5933121,0.37029624
2004,Viet Nam,20.142012,16579137,1.5620182,0.36785832
2006,Viet Nam,14.901668,12510218,1.4861197,0.35788617
2008,Viet Nam,11.139827,9535385,1.472673,0.35570312
2010,Viet Nam,2.8704822,2509118,1.7848465,0.39252725
2012,Viet Nam,1.6601624,1482547,1.4826205,0.35645887
2014,Viet Nam,1.9120458,1744465,1.407629,0.34755376
2016,Viet Nam,1.2634453,1176603,1.4443699,0.3526674
2018,Viet Nam,1.2314411,1168814,1.4794563,0.35715547
2005,Yemen,10.542901,2247817,1.4414304,0.34732336
2014,Yemen,19.802757,5495919,1.5691642,0.36707094
2002,Zambia,56.388855,5925507,2.0679865,0.42061925
2004,Zambia,61.062454,6831692,4.0939803,0.5429478
2006,Zambia,64.69803,7745368,4.1776333,0.54617506
2010,Zambia,64.4019,8882366,3.55796,0.52034676
2015,Zambia,60.793095,9877802,4.619834,0.55936635
2011,Zimbabwe,21.580063,2810973,2.207938,0.43153575
2017,Zimbabwe,34.206043,5045768,2.3073597,0.44337082
2019,Zimbabwe,39.75453,6104153,3.1996987,0.5025645
