Entity,Code,Year,suicides_rate_100k
Peru,PER,2000,3.43
Peru,PER,2001,3.18
Peru,PER,2002,3.17
Peru,PER,2003,3.24
Peru,PER,2004,3.06
Peru,PER,2005,2.96
Peru,PER,2006,2.89
Peru,PER,2007,2.82
Peru,PER,2008,2.89
Peru,PER,2009,3.44
Peru,PER,2010,3.63
Peru,PER,2011,3.45
Peru,PER,2012,3.32
Peru,PER,2013,3.19
Peru,PER,2014,2.98
Peru,PER,2015,2.77
Peru,PER,2016,2.66
Peru,PER,2017,2.74
Peru,PER,2018,2.74
Peru,PER,2019,2.73
Philippines,PHL,2000,2.26
Philippines,PHL,2001,1.87
Philippines,PHL,2002,2.11
Philippines,PHL,2003,2.27
Philippines,PHL,2004,2.2
Philippines,PHL,2005,2.36
Philippines,PHL,2006,2.45
Philippines,PHL,2007,2.19
Philippines,PHL,2008,2.36
Philippines,PHL,2009,2.78
Philippines,PHL,2010,2.89
Philippines,PHL,2011,3.37
Philippines,PHL,2012,2.85
Philippines,PHL,2013,2.88
Philippines,PHL,2014,2.69
Philippines,PHL,2015,2.71
Philippines,PHL,2016,2.67
Philippines,PHL,2017,2.63
Philippines,PHL,2018,2.58
Philippines,PHL,2019,2.54
Poland,POL,2000,15.305
Poland,POL,2001,15.2872
Poland,POL,2002,15.2401
Poland,POL,2003,14.909
Poland,POL,2004,15.2488
Poland,POL,2005,15.2212
Poland,POL,2006,14.4866
Poland,POL,2007,13.2654
Poland,POL,2008,14.4118
Poland,POL,2009,16.1071
Poland,POL,2010,15.5079
Poland,POL,2011,14.9836
Poland,POL,2012,15.2859
Poland,POL,2013,15.0567
Poland,POL,2014,14.5016
Poland,POL,2015,13.1516
Poland,POL,2016,11.371
Poland,POL,2017,11.0616
Poland,POL,2018,10.4013
Poland,POL,2019,9.3
Portugal,PRT,2000,5.45
Portugal,PRT,2001,6.54
Portugal,PRT,2002,9.32
Portugal,PRT,2003,8.7
Portugal,PRT,2004,7.45
Portugal,PRT,2005,7.91
Portugal,PRT,2006,7.93
Portugal,PRT,2007,8.33
Portugal,PRT,2008,8.6
Portugal,PRT,2009,8.65
Portugal,PRT,2010,8.83
Portugal,PRT,2011,7.94
Portugal,PRT,2012,8.48
Portugal,PRT,2013,7.98
Portugal,PRT,2014,9.23
Portugal,PRT,2015,8.31
Portugal,PRT,2016,7.38
Portugal,PRT,2017,7.86
Portugal,PRT,2018,7.5
Portugal,PRT,2019,7.22
Romania,ROU,2000,11.3266
Romania,ROU,2001,10.7577
Romania,ROU,2002,12.3193
Romania,ROU,2003,11.5657
Romania,ROU,2004,10.7717
Romania,ROU,2005,10.1982
Romania,ROU,2006,10.6321
Romania,ROU,2007,9.44
Romania,ROU,2008,9.53
Romania,ROU,2009,10.0419
Romania,ROU,2010,10.7085
Romania,ROU,2011,9.86
Romania,ROU,2012,10.3426
Romania,ROU,2013,9.86
Romania,ROU,2014,8.97
Romania,ROU,2015,9.06
Romania,ROU,2016,7.76
Romania,ROU,2017,7.83
Romania,ROU,2018,7.71
Romania,ROU,2019,7.33
Russian Federation,RUS,2000,48.8886
Russian Federation,RUS,2001,47.0948
Russian Federation,RUS,2002,46.1071
Russian Federation,RUS,2003,45.3522
Russian Federation,RUS,2004,43.9183
Russian Federation,RUS,2005,43.5635
Russian Federation,RUS,2006,39.071
Russian Federation,RUS,2007,36.2573
Russian Federation,RUS,2008,35.3817
Russian Federation,RUS,2009,33.3178
Russian Federation,RUS,2010,33.0142
Russian Federation,RUS,2011,31.1029
Russian Federation,RUS,2012,29.8338
Russian Federation,RUS,2013,29.1274
Russian Federation,RUS,2014,29.3725
Russian Federation,RUS,2015,27.8682
Russian Federation,RUS,2016,26.8888
Russian Federation,RUS,2017,24.4088
Russian Federation,RUS,2018,23.403
Russian Federation,RUS,2019,21.5962
Rwanda,RWA,2000,25.5557
Rwanda,RWA,2001,22.9471
Rwanda,RWA,2002,20.7299
Rwanda,RWA,2003,18.3562
Rwanda,RWA,2004,16.1977
Rwanda,RWA,2005,14.9688
Rwanda,RWA,2006,14.3087
Rwanda,RWA,2007,13.6711
Rwanda,RWA,2008,12.9363
Rwanda,RWA,2009,12.0584
Rwanda,RWA,2010,11.5024
Rwanda,RWA,2011,10.9301
Rwanda,RWA,2012,10.5559
Rwanda,RWA,2013,10.133
Rwanda,RWA,2014,10.0719
Rwanda,RWA,2015,9.89
Rwanda,RWA,2016,9.73
Rwanda,RWA,2017,9.62
Rwanda,RWA,2018,9.52
Rwanda,RWA,2019,9.45
Serbia,SRB,2000,18.9131
Serbia,SRB,2001,17.7717
Serbia,SRB,2002,17.8467
Serbia,SRB,2003,17.0463
Serbia,SRB,2004,16.6941
Serbia,SRB,2005,15.6407
Serbia,SRB,2006,14.9956
Serbia,SRB,2007,14.4261
Serbia,SRB,2008,13.9863
Serbia,SRB,2009,14.7962
Serbia,SRB,2010,12.4184
Serbia,SRB,2011,13.1718
Serbia,SRB,2012,13.2804
Serbia,SRB,2013,13.0321
Serbia,SRB,2014,12.0196
Serbia,SRB,2015,11.6904
Serbia,SRB,2016,10.5786
Serbia,SRB,2017,0.325
Serbia,SRB,2018,7.86
Serbia,SRB,2019,7.86
Sierra Leone,SLE,2000,10.133
Sierra Leone,SLE,2001,10.463
Sierra Leone,SLE,2002,10.7355
Sierra Leone,SLE,2003,10.9991
Sierra Leone,SLE,2004,10.9578
Sierra Leone,SLE,2005,10.9332
Sierra Leone,SLE,2006,11.6672
Sierra Leone,SLE,2007,11.6656
Sierra Leone,SLE,2008,11.831
Sierra Leone,SLE,2009,11.932
Sierra Leone,SLE,2010,12.158
Sierra Leone,SLE,2011,11.741
Sierra Leone,SLE,2012,11.8355
Sierra Leone,SLE,2013,11.3464
Sierra Leone,SLE,2014,10.9548
Sierra Leone,SLE,2015,10.5273
Sierra Leone,SLE,2016,10.8334
Sierra Leone,SLE,2017,10.9394
Sierra Leone,SLE,2018,11.1969
Sierra Leone,SLE,2019,11.2529
Slovakia,SVK,2000,12.6265
Slovakia,SVK,2001,12.342
Slovakia,SVK,2002,12.7431
Slovakia,SVK,2003,13.0133
Slovakia,SVK,2004,11.8638
Slovakia,SVK,2005,11.5608
Slovakia,SVK,2006,12.2289
Slovakia,SVK,2007,11.7253
Slovakia,SVK,2008,10.4985
Slovakia,SVK,2009,10.5405
Slovakia,SVK,2010,11.1371
Slovakia,SVK,2011,10.412
Slovakia,SVK,2012,10.2145
Slovakia,SVK,2013,9.92
Slovakia,SVK,2014,10.0166
Slovakia,SVK,2015,9.8
Slovakia,SVK,2016,9.66
Slovakia,SVK,2017,9.55
Slovakia,SVK,2018,9.43
Slovakia,SVK,2019,9.31
Slovenia,SVN,2000,25.6394
Slovenia,SVN,2001,24.6156
Slovenia,SVN,2002,22.9425
Slovenia,SVN,2003,23.1098
Slovenia,SVN,2004,22.288
Slovenia,SVN,2005,20.6436
Slovenia,SVN,2006,20.9718
Slovenia,SVN,2007,17.0211
Slovenia,SVN,2008,15.6328
Slovenia,SVN,2009,16.7768
Slovenia,SVN,2010,15.5552
Slovenia,SVN,2011,15.4581
Slovenia,SVN,2012,15.8963
Slovenia,SVN,2013,16.1595
Slovenia,SVN,2014,14.3636
Slovenia,SVN,2015,14.7524
Slovenia,SVN,2016,14.2867
Slovenia,SVN,2017,14.2857
Slovenia,SVN,2018,12.7934
Slovenia,SVN,2019,13.9658
South Africa,ZAF,2000,26.5553
South Africa,ZAF,2001,26.9215
South Africa,ZAF,2002,28.0224
South Africa,ZAF,2003,28.6676
South Africa,ZAF,2004,27.91
South Africa,ZAF,2005,27.456
South Africa,ZAF,2006,26.5351
South Africa,ZAF,2007,27.4165
South Africa,ZAF,2008,29.43
South Africa,ZAF,2009,29.2416
South Africa,ZAF,2010,26.9164
South Africa,ZAF,2011,24.4307
South Africa,ZAF,2012,24.6346
South Africa,ZAF,2013,25.1173
South Africa,ZAF,2014,25.2779
South Africa,ZAF,2015,25.5519
South Africa,ZAF,2016,25.3077
South Africa,ZAF,2017,25.8377
South Africa,ZAF,2018,24.3895
South Africa,ZAF,2019,23.4856
"Korea, Republic of",KOR,2000,13.8954
"Korea, Republic of",KOR,2001,14.776
"Korea, Republic of",KOR,2002,17.8095
"Korea, Republic of",KOR,2003,22.2741
"Korea, Republic of",KOR,2004,23.0826
"Korea, Republic of",KOR,2005,23.9716
"Korea, Republic of",KOR,2006,20.7773
"Korea, Republic of",KOR,2007,23.2415
"Korea, Republic of",KOR,2008,24.3824
"Korea, Republic of",KOR,2009,28.7773
"Korea, Republic of",KOR,2010,27.9763
"Korea, Republic of",KOR,2011,27.8899
"Korea, Republic of",KOR,2012,24.0125
"Korea, Republic of",KOR,2013,23.8405
"Korea, Republic of",KOR,2014,22.421
"Korea, Republic of",KOR,2015,21.2004
"Korea, Republic of",KOR,2016,20.4869
"Korea, Republic of",KOR,2017,19.3101
"Korea, Republic of",KOR,2018,21.272
"Korea, Republic of",KOR,2019,21.1625
Spain,ESP,2000,6.56
Spain,ESP,2001,6.09
Spain,ESP,2002,6.31
Spain,ESP,2003,6.42
Spain,ESP,2004,6.42
Spain,ESP,2005,5.97
Spain,ESP,2006,5.57
Spain,ESP,2007,5.4
Spain,ESP,2008,5.78
Spain,ESP,2009,5.62
Spain,ESP,2010,5.05
Spain,ESP,2011,5.1
Spain,ESP,2012,5.63
Spain,ESP,2013,6.16
Spain,ESP,2014,6.21
Spain,ESP,2015,5.64
Spain,ESP,2016,5.54
Spain,ESP,2017,5.77
Spain,ESP,2018,5.38
Spain,ESP,2019,5.28
Sri Lanka,LKA,2000,27.425
Sri Lanka,LKA,2001,22.3786
Sri Lanka,LKA,2002,21.4607
Sri Lanka,LKA,2003,21.1961
Sri Lanka,LKA,2004,22.084
Sri Lanka,LKA,2005,28.5767
Sri Lanka,LKA,2006,18.4051
Sri Lanka,LKA,2007,20.0794
Sri Lanka,LKA,2008,17.4714
Sri Lanka,LKA,2009,22.7246
Sri Lanka,LKA,2010,21.8653
Sri Lanka,LKA,2011,17.8453
Sri Lanka,LKA,2012,16.4027
Sri Lanka,LKA,2013,14.9791
Sri Lanka,LKA,2014,12.7173
Sri Lanka,LKA,2015,14.6994
Sri Lanka,LKA,2016,14.1734
Sri Lanka,LKA,2017,13.6742
Sri Lanka,LKA,2018,13.2443
Sri Lanka,LKA,2019,12.8878
Sweden,SWE,2000,12.2091
Sweden,SWE,2001,12.7629
Sweden,SWE,2002,12.6244
Sweden,SWE,2003,11.6806
Sweden,SWE,2004,11.9388
Sweden,SWE,2005,12.6871
Sweden,SWE,2006,12.0839
Sweden,SWE,2007,11.9026
Sweden,SWE,2008,12.3568
Sweden,SWE,2009,13.0935
Sweden,SWE,2010,12.0096
Sweden,SWE,2011,11.9985
Sweden,SWE,2012,12.2529
Sweden,SWE,2013,13.0353
Sweden,SWE,2014,12.284
Sweden,SWE,2015,13.0223
Sweden,SWE,2016,12.151
Sweden,SWE,2017,12.4964
Sweden,SWE,2018,12.6869
Sweden,SWE,2019,12.3731
Switzerland,CHE,2000,15.885
Switzerland,CHE,2001,15.0322
Switzerland,CHE,2002,15.9825
Switzerland,CHE,2003,13.8352
Switzerland,CHE,2004,13.6458
Switzerland,CHE,2005,14.0588
Switzerland,CHE,2006,13.9023
Switzerland,CHE,2007,13.9892
Switzerland,CHE,2008,13.4787
Switzerland,CHE,2009,12.1026
Switzerland,CHE,2010,10.5405
Switzerland,CHE,2011,10.5108
Switzerland,CHE,2012,10.4915
Switzerland,CHE,2013,10.7044
Switzerland,CHE,2014,10.0112
Switzerland,CHE,2015,10.5012
Switzerland,CHE,2016,9.76
Switzerland,CHE,2017,10.3683
Switzerland,CHE,2018,9.88
Switzerland,CHE,2019,9.83
Syrian Arab Republic,SYR,2000,2.01
Syrian Arab Republic,SYR,2001,1.91
Syrian Arab Republic,SYR,2002,1.9
Syrian Arab Republic,SYR,2003,1.8
Syrian Arab Republic,SYR,2004,1.8
Syrian Arab Republic,SYR,2005,1.78
Syrian Arab Republic,SYR,2006,1.75
Syrian Arab Republic,SYR,2007,1.77
Syrian Arab Republic,SYR,2008,1.81
Syrian Arab Republic,SYR,2009,1.79
Syrian Arab Republic,SYR,2010,1.81
Syrian Arab Republic,SYR,2011,1.8
Syrian Arab Republic,SYR,2012,1.89
Syrian Arab Republic,SYR,2013,2.01
Syrian Arab Republic,SYR,2014,2.06
Syrian Arab Republic,SYR,2015,1.95
Syrian Arab Republic,SYR,2016,1.83
Syrian Arab Republic,SYR,2017,1.98
Syrian Arab Republic,SYR,2018,2.1
Syrian Arab Republic,SYR,2019,2.11
Tajikistan,TJK,2000,5.08
Tajikistan,TJK,2001,4.83
Tajikistan,TJK,2002,4.63
Tajikistan,TJK,2003,4.55
Tajikistan,TJK,2004,4.55
Tajikistan,TJK,2005,4.71
Tajikistan,TJK,2006,4.74
Tajikistan,TJK,2007,4.81
Tajikistan,TJK,2008,4.86
Tajikistan,TJK,2009,4.9
Tajikistan,TJK,2010,4.98
Tajikistan,TJK,2011,5.06
Tajikistan,TJK,2012,5.08
Tajikistan,TJK,2013,5.04
Tajikistan,TJK,2014,5.11
Tajikistan,TJK,2015,5.19
Tajikistan,TJK,2016,5.38
Tajikistan,TJK,2017,5.29
Tajikistan,TJK,2018,5.29
Tajikistan,TJK,2019,5.32
"Tanzania, United Republic of",TZA,2000,15.5627
"Tanzania, United Republic of",TZA,2001,14.2068
"Tanzania, United Republic of",TZA,2002,12.7867
"Tanzania, United Republic of",TZA,2003,11.8894
"Tanzania, United Republic of",TZA,2004,10.8707
"Tanzania, United Republic of",TZA,2005,10.2962
"Tanzania, United Republic of",TZA,2006,10.2632
"Tanzania, United Republic of",TZA,2007,10.4346
"Tanzania, United Republic of",TZA,2008,11.0268
"Tanzania, United Republic of",TZA,2009,10.573
"Tanzania, United Republic of",TZA,2010,9.81
"Tanzania, United Republic of",TZA,2011,9.32
"Tanzania, United Republic of",TZA,2012,8.45
"Tanzania, United Republic of",TZA,2013,8.64
"Tanzania, United Republic of",TZA,2014,8.25
"Tanzania, United Republic of",TZA,2015,8.23
"Tanzania, United Republic of",TZA,2016,8.32
"Tanzania, United Republic of",TZA,2017,8.15
"Tanzania, United Republic of",TZA,2018,8.04
"Tanzania, United Republic of",TZA,2019,8.15
Thailand,THA,2000,11.5867
Thailand,THA,2001,10.4546
Thailand,THA,2002,10.4458
Thailand,THA,2003,10.1546
Thailand,THA,2004,9.89
Thailand,THA,2005,8.52
Thailand,THA,2006,8.26
Thailand,THA,2007,7.74
Thailand,THA,2008,7.42
Thailand,THA,2009,7.27
Thailand,THA,2010,7.29
Thailand,THA,2011,7.17
Thailand,THA,2012,7.03
Thailand,THA,2013,6.59
Thailand,THA,2014,6.87
Thailand,THA,2015,7.15
Thailand,THA,2016,7.59
Thailand,THA,2017,7.49
Thailand,THA,2018,7.9
Thailand,THA,2019,7.95
Trinidad and Tobago,TTO,2000,16.1939
Trinidad and Tobago,TTO,2001,16.0512
Trinidad and Tobago,TTO,2002,14.8517
Trinidad and Tobago,TTO,2003,12.9026
Trinidad and Tobago,TTO,2004,12.5825
Trinidad and Tobago,TTO,2005,12.046
Trinidad and Tobago,TTO,2006,10.6948
Trinidad and Tobago,TTO,2007,10.5013
Trinidad and Tobago,TTO,2008,12.774
Trinidad and Tobago,TTO,2009,10.421
Trinidad and Tobago,TTO,2010,10.5916
Trinidad and Tobago,TTO,2011,9.2
Trinidad and Tobago,TTO,2012,8.86
Trinidad and Tobago,TTO,2013,10.143
Trinidad and Tobago,TTO,2014,9.83
Trinidad and Tobago,TTO,2015,9.54
Trinidad and Tobago,TTO,2016,9.23
Trinidad and Tobago,TTO,2017,8.96
Trinidad and Tobago,TTO,2018,8.5
Trinidad and Tobago,TTO,2019,8.28
Tunisia,TUN,2000,3.9
Tunisia,TUN,2001,3.89
Tunisia,TUN,2002,3.88
Tunisia,TUN,2003,3.85
Tunisia,TUN,2004,3.78
Tunisia,TUN,2005,3.69
Tunisia,TUN,2006,3.65
Tunisia,TUN,2007,3.57
Tunisia,TUN,2008,3.47
Tunisia,TUN,2009,3.43
Tunisia,TUN,2010,3.37
Tunisia,TUN,2011,3.29
Tunisia,TUN,2012,3.24
Tunisia,TUN,2013,3.17
Tunisia,TUN,2014,3.1
Tunisia,TUN,2015,3.03
Tunisia,TUN,2016,2.98
Tunisia,TUN,2017,3.01
Tunisia,TUN,2018,3.09
Tunisia,TUN,2019,3.18
Türkiye,TUR,2000,4.21
Türkiye,TUR,2001,3.87
Türkiye,TUR,2002,3.43
Türkiye,TUR,2003,3.3
Türkiye,TUR,2004,3.16
Türkiye,TUR,2005,2.96
Türkiye,TUR,2006,2.79
Türkiye,TUR,2007,2.6
Türkiye,TUR,2008,2.47
Türkiye,TUR,2009,2.47
Türkiye,TUR,2010,2.47
Türkiye,TUR,2011,2.28
Türkiye,TUR,2012,2.24
Türkiye,TUR,2013,2.27
Türkiye,TUR,2014,2.3
Türkiye,TUR,2015,2.26
Türkiye,TUR,2016,2.26
Türkiye,TUR,2017,2.26
Türkiye,TUR,2018,2.25
Türkiye,TUR,2019,2.34
Turkmenistan,TKM,2000,13.8483
Turkmenistan,TKM,2001,14.6926
Turkmenistan,TKM,2002,15.1619
Turkmenistan,TKM,2003,15.3098
Turkmenistan,TKM,2004,15.1896
Turkmenistan,TKM,2005,15.8141
Turkmenistan,TKM,2006,15.5066
Turkmenistan,TKM,2007,13.5964
Turkmenistan,TKM,2008,11.6897
Turkmenistan,TKM,2009,9.6
Turkmenistan,TKM,2010,8.65
Turkmenistan,TKM,2011,7.82
Turkmenistan,TKM,2012,7.36
Turkmenistan,TKM,2013,7.42
Turkmenistan,TKM,2014,7.11
Turkmenistan,TKM,2015,6.62
Turkmenistan,TKM,2016,6.59
Turkmenistan,TKM,2017,6.23
Turkmenistan,TKM,2018,6.09
Turkmenistan,TKM,2019,6.07
Uganda,UGA,2000,21.6512
Uganda,UGA,2001,21.059
Uganda,UGA,2002,20.4827
Uganda,UGA,2003,20.3826
Uganda,UGA,2004,20.5185
Uganda,UGA,2005,20.8355
Uganda,UGA,2006,20.1469
Uganda,UGA,2007,17.683
Uganda,UGA,2008,16.0662
Uganda,UGA,2009,15.4791
Uganda,UGA,2010,14.6431
Uganda,UGA,2011,14.4737
Uganda,UGA,2012,13.2268
Uganda,UGA,2013,12.3833
Uganda,UGA,2014,11.3989
Uganda,UGA,2015,11.0416
Uganda,UGA,2016,11.0628
Uganda,UGA,2017,10.3393
Uganda,UGA,2018,10.2516
Uganda,UGA,2019,10.4467
Ukraine,UKR,2000,33.4823
Ukraine,UKR,2001,31.206
Ukraine,UKR,2002,30.5497
Ukraine,UKR,2003,28.9604
Ukraine,UKR,2004,28.3656
Ukraine,UKR,2005,28.2715
Ukraine,UKR,2006,25.6015
Ukraine,UKR,2007,26.3741
Ukraine,UKR,2008,25.9038
Ukraine,UKR,2009,21.8127
Ukraine,UKR,2010,20.1696
Ukraine,UKR,2011,18.9459
Ukraine,UKR,2012,19.0152
Ukraine,UKR,2013,18.6574
Ukraine,UKR,2014,20.3935
Ukraine,UKR,2015,17.8746
Ukraine,UKR,2016,17.5641
Ukraine,UKR,2017,16.9397
Ukraine,UKR,2018,17.9939
Ukraine,UKR,2019,17.7287
United Arab Emirates,ARE,2000,8.01
United Arab Emirates,ARE,2001,7.89
United Arab Emirates,ARE,2002,7.36
United Arab Emirates,ARE,2003,6.8
United Arab Emirates,ARE,2004,6.78
United Arab Emirates,ARE,2005,6.76
United Arab Emirates,ARE,2006,6.92
United Arab Emirates,ARE,2007,6.82
United Arab Emirates,ARE,2008,6.69
United Arab Emirates,ARE,2009,6.58
United Arab Emirates,ARE,2010,6.42
United Arab Emirates,ARE,2011,6.29
United Arab Emirates,ARE,2012,6.13
United Arab Emirates,ARE,2013,5.91
United Arab Emirates,ARE,2014,5.6
United Arab Emirates,ARE,2015,5.25
United Arab Emirates,ARE,2016,4.97
United Arab Emirates,ARE,2017,4.78
United Arab Emirates,ARE,2018,5.01
United Arab Emirates,ARE,2019,5.24
United Kingdom,GBR,2000,7.74
United Kingdom,GBR,2001,7.5
United Kingdom,GBR,2002,7.48
United Kingdom,GBR,2003,7.03
United Kingdom,GBR,2004,7.23
United Kingdom,GBR,2005,6.94
United Kingdom,GBR,2006,6.89
United Kingdom,GBR,2007,6.71
United Kingdom,GBR,2008,7.26
United Kingdom,GBR,2009,7.15
United Kingdom,GBR,2010,6.95
United Kingdom,GBR,2011,7.42
United Kingdom,GBR,2012,7.36
United Kingdom,GBR,2013,7.71
United Kingdom,GBR,2014,7.64
United Kingdom,GBR,2015,7.81
United Kingdom,GBR,2016,7.62
United Kingdom,GBR,2017,7.24
United Kingdom,GBR,2018,7.08
United Kingdom,GBR,2019,6.88
United States,USA,2000,10.0171
United States,USA,2001,10.3324
United States,USA,2002,10.6292
United States,USA,2003,10.5701
United States,USA,2004,10.7899
United States,USA,2005,10.6918
United States,USA,2006,10.9617
United States,USA,2007,11.1877
United States,USA,2008,11.3954
United States,USA,2009,11.4196
United States,USA,2010,11.7231
United States,USA,2011,12.0052
United States,USA,2012,12.0604
United States,USA,2013,12.0375
United States,USA,2014,12.3954
United States,USA,2015,12.8624
United States,USA,2016,13.6503
United States,USA,2017,14.4114
United States,USA,2018,14.0916
United States,USA,2019,14.5111
Uruguay,URY,2000,14.4975
Uruguay,URY,2001,13.2267
Uruguay,URY,2002,17.8998
Uruguay,URY,2003,14.1555
Uruguay,URY,2004,13.8695
Uruguay,URY,2005,13.256
Uruguay,URY,2006,13.7935
Uruguay,URY,2007,15.7926
Uruguay,URY,2008,13.512
Uruguay,URY,2009,13.3725
Uruguay,URY,2010,14.2563
Uruguay,URY,2011,15.024
Uruguay,URY,2012,16.0975
Uruguay,URY,2013,14.1573
Uruguay,URY,2014,15.7673
Uruguay,URY,2015,16.6639
Uruguay,URY,2016,18.7011
Uruguay,URY,2017,18.5447
Uruguay,URY,2018,18.8463
Uruguay,URY,2019,18.8276
Uzbekistan,UZB,2000,12.0487
Uzbekistan,UZB,2001,11.7327
Uzbekistan,UZB,2002,11.2971
Uzbekistan,UZB,2003,10.3873
Uzbekistan,UZB,2004,9.81
Uzbekistan,UZB,2005,10.2239
Uzbekistan,UZB,2006,9.59
Uzbekistan,UZB,2007,9.25
Uzbekistan,UZB,2008,8.9
Uzbekistan,UZB,2009,8.22
Uzbekistan,UZB,2010,8.3
Uzbekistan,UZB,2011,8.57
Uzbekistan,UZB,2012,8.98
Uzbekistan,UZB,2013,8.92
Uzbekistan,UZB,2014,9.03
Uzbekistan,UZB,2015,9.2
Uzbekistan,UZB,2016,9.21
Uzbekistan,UZB,2017,8.92
Uzbekistan,UZB,2018,8.73
Uzbekistan,UZB,2019,8.28
"Venezuela, Bolivarian Republic of",VEN,2000,6.35
"Venezuela, Bolivarian Republic of",VEN,2001,6.52
"Venezuela, Bolivarian Republic of",VEN,2002,6.18
"Venezuela, Bolivarian Republic of",VEN,2003,5.6
"Venezuela, Bolivarian Republic of",VEN,2004,5.06
"Venezuela, Bolivarian Republic of",VEN,2005,4.77
"Venezuela, Bolivarian Republic of",VEN,2006,4.29
"Venezuela, Bolivarian Republic of",VEN,2007,4.04
"Venezuela, Bolivarian Republic of",VEN,2008,3.74
"Venezuela, Bolivarian Republic of",VEN,2009,3.4
"Venezuela, Bolivarian Republic of",VEN,2010,3.6
"Venezuela, Bolivarian Republic of",VEN,2011,3.81
"Venezuela, Bolivarian Republic of",VEN,2012,3.41
"Venezuela, Bolivarian Republic of",VEN,2013,2.61
"Venezuela, Bolivarian Republic of",VEN,2014,2.26
"Venezuela, Bolivarian Republic of",VEN,2015,2.37
"Venezuela, Bolivarian Republic of",VEN,2016,2.29
"Venezuela, Bolivarian Republic of",VEN,2017,2.24
"Venezuela, Bolivarian Republic of",VEN,2018,2.21
"Venezuela, Bolivarian Republic of",VEN,2019,2.1
Viet Nam,VNM,2000,7.17
Viet Nam,VNM,2001,7.09
Viet Nam,VNM,2002,6.98
Viet Nam,VNM,2003,6.95
Viet Nam,VNM,2004,7.01
Viet Nam,VNM,2005,6.94
Viet Nam,VNM,2006,7.04
Viet Nam,VNM,2007,7.21
Viet Nam,VNM,2008,7.35
Viet Nam,VNM,2009,7.31
Viet Nam,VNM,2010,7.3
Viet Nam,VNM,2011,7.39
Viet Nam,VNM,2012,7.52
Viet Nam,VNM,2013,7.53
Viet Nam,VNM,2014,7.64
Viet Nam,VNM,2015,7.61
Viet Nam,VNM,2016,7.58
Viet Nam,VNM,2017,7.5
Viet Nam,VNM,2018,7.37
Viet Nam,VNM,2019,7.22
Yemen,YEM,2000,8.51
Yemen,YEM,2001,8.41
Yemen,YEM,2002,8.21
Yemen,YEM,2003,8.09
Yemen,YEM,2004,8.12
Yemen,YEM,2005,7.97
Yemen,YEM,2006,7.82
Yemen,YEM,2007,7.73
Yemen,YEM,2008,7.81
Yemen,YEM,2009,7.63
Yemen,YEM,2010,7.35
Yemen,YEM,2011,7.2
Yemen,YEM,2012,7.21
Yemen,YEM,2013,7.11
Yemen,YEM,2014,7.03
Yemen,YEM,2015,6.8
Yemen,YEM,2016,6.98
Yemen,YEM,2017,6.86
Yemen,YEM,2018,7.09
Yemen,YEM,2019,7.06
Zambia,ZMB,2000,24.0347
Zambia,ZMB,2001,22.6923
Zambia,ZMB,2002,22.3213
Zambia,ZMB,2003,21.5137
Zambia,ZMB,2004,22.4683
Zambia,ZMB,2005,22.1279
Zambia,ZMB,2006,21.8164
Zambia,ZMB,2007,19.8376
Zambia,ZMB,2008,19.0079
Zambia,ZMB,2009,19.02
Zambia,ZMB,2010,19.7074
Zambia,ZMB,2011,19.8241
Zambia,ZMB,2012,18.5188
Zambia,ZMB,2013,17.9084
Zambia,ZMB,2014,17.7448
Zambia,ZMB,2015,17.2602
Zambia,ZMB,2016,16.7134
Zambia,ZMB,2017,16.6746
Zambia,ZMB,2018,15.8985
Zambia,ZMB,2019,14.4258
Zimbabwe,ZWE,2000,19.9764
Zimbabwe,ZWE,2001,19.5311
Zimbabwe,ZWE,2002,20.3409
Zimbabwe,ZWE,2003,20.232
Zimbabwe,ZWE,2004,21.4657
Zimbabwe,ZWE,2005,21.9666
Zimbabwe,ZWE,2006,21.9746
Zimbabwe,ZWE,2007,27.2252
Zimbabwe,ZWE,2008,31.6979
Zimbabwe,ZWE,2009,35.2436
Zimbabwe,ZWE,2010,35.0142
Zimbabwe,ZWE,2011,34.3032
Zimbabwe,ZWE,2012,33.0652
Zimbabwe,ZWE,2013,31.3951
Zimbabwe,ZWE,2014,30.833
Zimbabwe,ZWE,2015,30.7352
Zimbabwe,ZWE,2016,28.6973
Zimbabwe,ZWE,2017,25.8514
Zimbabwe,ZWE,2018,23.8676
Zimbabwe,ZWE,2019,23.6286
